single_value_1,single_value_2,multiple_value_1
91.66927748448435,12.827587983387826,"[83.54873868, 69.99631961, 76.61450861, 73.29278465, 67.35376252, 74.77429356, 60.90472583, 78.29305992, 68.83927125, 75.95684459]"
98.51762582708983,1.610375694449967,"[35.57767123, 28.69871127, 28.47429619, 18.81757450, 25.88509583, 18.68563427, 22.73124896, 28.65573178, 30.53189131, 15.32199276]"
87.57932266535397,27.984526493693686,"[28.06960093, 34.22660092, 33.04575905, 40.02610350, 30.83844615, 28.64762831, 31.13526718, 33.31311738, 42.99178759, 36.93007646]"
52.739117300146816,6.413152503015103,"[75.46035703, 73.72393628, 76.03623884, 78.02940852, 86.08676472, 76.79844296, 78.19387529, 79.47066928, 69.91108769, 79.08112867]"
78.21443018729282,14.347916234890784,"[77.50923152, 59.25407240, 68.32838319, 62.60591427, 70.11621157, 62.28318025, 72.59283119, 71.77635510, 68.07406002, 73.66571487]"
84.48706496170041,2.114124593871291,"[45.66626589, 41.24122064, 46.23846721, 43.28672384, 35.02590585, 41.70638892, 38.67769485, 39.10066536, 39.86673615, 36.52740880]"
85.20882946910821,22.232212002265932,"[58.64691124, 58.63622711, 59.04294143, 60.30421630, 64.53909579, 51.26093683, 52.98414394, 55.14151656, 64.45340161, 55.39396331]"
118.12753115521348,1.0124958763408825,"[28.11057515, 29.17087620, 32.86830052, 29.05455127, 31.23234684, 31.47827974, 35.92090661, 29.97517124, 32.33358507, 26.05005590]"
105.90254448869018,87.36738092409102,"[25.72769294, 40.14566465, 28.93593444, 41.68926605, 27.17040868, 32.39920321, 39.85196013, 36.67277651, 25.42430445, 27.50889779]"
102.66332008598773,13.226330199141097,"[7.10399491, 12.15520169, 14.76403798, 9.28449749, 12.67816832, 17.16472528, 13.40646695, 10.07234540, 12.60601345, 9.54535865]"
105.81675415145111,1.8690908654748137,"[31.16811879, 45.53610303, 46.07120596, 39.08664856, 27.70390963, 36.80644923, 41.38898461, 42.52645677, 32.47789290, 41.98969964]"
78.8660514135871,50.54201856470022,"[80.71812745, 73.42754161, 73.81097080, 75.39284508, 74.37175676, 75.57233381, 67.79550093, 74.55102050, 72.87578960, 79.44429995]"
80.17960671894652,13.770096665707399,"[66.15787602, 73.40285872, 70.90145456, 68.97706447, 73.62116469, 67.10165182, 60.61793227, 66.13243629, 63.83064514, 72.48929954]"
88.78035535811331,33.24532860372818,"[65.82242641, 62.14971234, 83.31543541, 65.41208933, 59.20373784, 59.35236815, 68.72688955, 71.45601267, 61.11172870, 66.26647809]"
101.491570682333,37.91377619466159,"[61.81807423, 63.51434199, 65.64536117, 54.86194943, 63.06921774, 73.50265632, 65.52738411, 75.08084743, 69.65816113, 63.47026504]"
73.5765192429231,13.118065384177505,"[42.42665139, 38.82307424, 38.46659944, 43.20922315, 33.21760985, 45.70323800, 39.39232966, 38.85884111, 35.97509868, 39.38848834]"
124.27141787472621,2.05525303999914,"[75.56932512, 83.94074083, 85.46875652, 68.46548609, 70.82014141, 76.11237514, 74.18823421, 76.31312497, 83.93019109, 82.05839301]"
122.53404505258767,81.11318138604045,"[40.53178219, 58.41705837, 43.56733081, 43.76177309, 48.68507854, 48.98658733, 55.39021354, 50.18363620, 53.08922565, 56.00863019]"
119.68734220499327,2.9380132344108136,"[58.11909010, 57.73265508, 66.03167305, 61.41502630, 61.84069548, 64.65700316, 56.51507297, 56.35054603, 63.03804173, 56.85972863]"
83.70227767210395,30.5696099711002,"[36.22897683, 39.71680451, 40.00084056, 38.13898260, 29.91045053, 32.68497528, 37.84819816, 31.17532953, 39.33455107, 53.25639868]"
92.73277370454753,5.291130902068338,"[42.21674875, 41.31581124, 53.89864715, 43.09255927, 53.39382284, 37.97845252, 51.97984026, 45.35101119, 42.16977437, 47.93132717]"
117.82140973956881,32.525047997601476,"[102.19836907, 111.70916319, 108.69232465, 105.83722946, 99.33619991, 95.68290025, 103.87149012, 107.22319749, 97.38098252, 97.03912223]"
51.52826098204691,51.6663739682877,"[53.00059033, 61.24482903, 53.17361564, 56.66899514, 59.88817445, 53.54446023, 59.33724789, 50.19733952, 52.69816866, 56.85698176]"
113.54924511883638,41.47730594606144,"[66.57999269, 75.47827505, 71.87333344, 68.76957495, 76.74407546, 68.84297158, 74.21948140, 61.18278461, 66.18602163, 66.03368365]"
118.5941237905233,22.524965375216308,"[47.82905734, 56.59326607, 46.39513750, 48.72703440, 49.70807492, 58.66742230, 48.65987936, 59.64323972, 45.49879761, 52.67713776]"
85.16029232691685,52.55778027470001,"[77.76566319, 69.40734632, 70.33363751, 66.03491745, 70.29613500, 67.83378623, 73.97140306, 66.74640061, 68.82215771, 78.47124624]"
113.95385771921089,139.62646221774008,"[37.15492255, 29.54233602, 26.20866372, 27.32845545, 27.26757092, 32.61307638, 26.15399172, 38.29879172, 29.34810260, 32.31525166]"
102.46111332474271,58.5135700673492,"[59.51293706, 62.67080981, 55.62851307, 61.03973307, 70.33844989, 57.89625495, 60.23791068, 60.39100023, 62.87049060, 58.36217667]"
109.08263115982956,10.013096243445695,"[19.37767870, 18.58801518, 22.87107058, 21.02199837, 24.74931383, 13.43454025, 19.37717532, 22.84844812, 21.69790524, 28.98412315]"
80.86474778203218,12.237801639710707,"[39.81960871, 33.68363140, 30.67247722, 40.10353471, 41.25181628, 43.31904419, 25.90319135, 29.85434184, 34.35394550, 36.69383432]"
116.71470213429039,48.13107548272795,"[49.98232229, 52.37680031, 49.96221426, 60.23615795, 61.40608105, 43.24318573, 50.49111129, 53.54200099, 49.08278759, 51.48312906]"
82.57516836345586,1.154131710864968,"[26.89323815, 27.52793746, 33.33159177, 25.21979865, 30.24212386, 37.13633089, 26.46519568, 31.37082204, 33.53315163, 36.95676713]"
96.9989278853934,1.8429346360830137,"[48.64105544, 40.04429589, 31.42164530, 28.85379412, 27.49561533, 37.84668319, 29.27474270, 36.38930542, 46.23886696, 36.97822694]"
127.10555679919204,69.69995054623615,"[36.62261446, 27.47859142, 36.07474918, 31.07725471, 31.88154096, 30.86048083, 39.00073753, 31.70519129, 37.47814498, 31.76673112]"
64.91284987289781,123.95101383172829,"[62.64165706, 59.74718448, 58.74849271, 57.64429084, 60.39756390, 61.91693022, 58.34334302, 53.17731854, 55.90005884, 59.99471908]"
74.3480063333945,79.26184545176156,"[31.73941027, 34.41477301, 31.10255396, 22.93751750, 39.74104362, 40.93512430, 23.88340832, 34.56074708, 35.43666304, 39.54863933]"
79.19214960029646,29.002716087671775,"[53.94611479, 50.59046950, 47.24922829, 39.49739424, 54.49658308, 47.73219979, 45.51845214, 43.96282641, 45.61650727, 45.78057207]"
123.52134235376735,4.2090493371811935,"[41.33550898, 41.86477764, 36.05659388, 43.11228167, 26.74495787, 40.10038888, 46.75878400, 39.79470495, 33.99631338, 42.70493881]"
108.95730960112802,6.375982271031065,"[40.58769513, 39.83501920, 57.75936934, 48.60044979, 44.62133442, 39.58032264, 43.01934020, 48.55983597, 47.74810678, 53.83757928]"
52.96088410138631,108.87304508494815,"[35.79041556, 35.10803646, 36.07302821, 40.71720474, 40.25167566, 46.63726495, 37.56029449, 40.26592559, 38.13842185, 28.96964064]"
102.49334759400634,77.59362943883686,"[29.28840963, 33.67662422, 32.90671346, 37.97914955, 35.06803767, 34.88902157, 30.86416482, 27.38620589, 39.36065419, 23.72351523]"
105.74695645953915,27.554465001722207,"[60.53791338, 58.06498753, 65.26311198, 70.34975768, 66.10548125, 65.65277145, 67.39792659, 65.06196306, 72.24185202, 60.24332825]"
87.8606803538672,32.66958871183432,"[59.19205381, 68.58486765, 66.11655069, 70.79451996, 71.28784261, 60.14070945, 66.11755274, 66.55486600, 63.67687623, 82.64004493]"
83.70868565658324,3.1156509726710846,"[59.49023530, 63.61217476, 56.04814168, 49.61395647, 57.12071703, 48.84597464, 60.53400570, 49.48276726, 52.22565697, 48.79093228]"
119.30399857328716,9.614506097152246,"[82.27389748, 79.69526438, 80.75809402, 73.61108655, 79.31370484, 76.78168747, 75.50621034, 80.36852328, 76.09524114, 92.90887583]"
100.81906081807092,5.727719273683083,"[32.24161648, 28.74536812, 35.38585361, 25.79554332, 29.80079646, 31.62494358, 30.63973181, 31.23507340, 30.25507572, 24.45508028]"
123.87704095055051,25.67437866443462,"[45.09979827, 37.26118456, 37.48709406, 45.77162014, 47.16921726, 51.07011330, 39.91137006, 48.52798603, 51.48699747, 43.21674399]"
79.40175207158829,22.6006491071875,"[46.98096541, 50.45373886, 40.60320708, 44.22269641, 47.80977487, 45.03365674, 37.47952837, 43.47536796, 53.90553888, 48.43609270]"
75.78697627391244,25.16373633341338,"[63.95786355, 55.10459876, 61.27367564, 50.32958613, 56.55574728, 51.89009570, 50.33923652, 52.94305641, 51.56104434, 50.70242250]"
86.05079983124287,45.37956556122717,"[57.75856405, 54.23589091, 50.27147865, 59.58686588, 60.97146421, 48.53663362, 49.77160811, 53.37150737, 55.05822274, 57.22086635]"
108.11604912043124,103.82761297629999,"[63.50055200, 53.33947838, 55.35551211, 58.61309153, 61.05437606, 52.45876942, 56.56100694, 60.08974096, 62.27398897, 51.38057433]"
96.31932464452127,7.381499998330152,"[67.51591051, 65.48241465, 80.63897700, 62.82451121, 59.38590675, 70.90793648, 59.95544729, 64.79626326, 63.04500213, 74.81117640]"
93.69378103598456,3.857153596785584,"[18.41012716, 13.30758779, 16.27770997, 20.55595656, 16.76445049, 15.24984752, 5.24950144, 14.04742392, 21.46812174, 16.32779320]"
120.29392830266295,11.349400758647725,"[56.25938167, 49.10104213, 55.14161788, 58.24555055, 53.99625711, 52.35417384, 56.55002358, 54.32318970, 51.70858335, 53.88796576]"
83.61352789578211,1.2353123785268705,"[33.84744722, 32.65528715, 34.86530061, 32.03625693, 32.08199448, 39.87020927, 36.82002427, 47.20666528, 42.13505684, 45.98599698]"
111.55678356957367,57.840451870147604,"[52.98979313, 52.55981287, 49.06524267, 38.62461868, 51.13727979, 53.62404284, 45.76092456, 46.81689503, 42.11887334, 52.34761799]"
61.81998744317411,8.694711281741508,"[36.19917108, 31.18466677, 34.37797805, 36.20006156, 33.19068108, 42.41833350, 35.68693017, 48.71182902, 43.97733064, 36.77582025]"
91.52740026938429,80.67600804133754,"[47.94921186, 49.53715161, 62.61470705, 51.68566873, 48.22387043, 50.43735745, 54.97304822, 53.21660590, 61.19661410, 46.86067650]"
101.46040122795078,25.415411686279615,"[67.04567934, 81.89628743, 69.98781727, 84.48426859, 69.98155565, 73.54625064, 78.47353190, 76.77972959, 77.67777709, 80.23205317]"
119.36440525021615,115.93682251201163,"[39.96255895, 46.74634801, 47.12771852, 40.04382473, 32.18781666, 44.59798585, 43.47374033, 42.56336873, 44.06188182, 41.51497869]"
137.06470494014812,42.92325507185563,"[67.16722835, 64.98322031, 66.50246218, 68.12057292, 69.65852853, 67.79379522, 52.69721827, 66.55307138, 63.57773513, 70.97898900]"
99.07867292289022,42.50829480961558,"[72.06347898, 63.96638719, 74.32833111, 71.95263185, 75.05402692, 67.30135538, 69.46955247, 70.37526863, 73.42440894, 66.22893376]"
139.12567584036307,17.992067486593502,"[32.72312705, 36.33675547, 33.44308462, 24.21428331, 41.54820981, 24.37178743, 38.42986313, 34.39432857, 40.44335199, 34.45311147]"
84.80484978378765,47.733397932242525,"[36.48110879, 37.54023172, 37.94512456, 33.89157191, 37.16773129, 38.57824623, 42.42599743, 44.09820045, 47.88345571, 40.90808096]"
106.2388536203715,1.1407343788604756,"[75.48722105, 70.54582143, 54.26378194, 64.65745503, 69.87032430, 67.49707628, 70.81119932, 70.25357475, 68.20940945, 57.73660408]"
77.2159230259368,48.108479533459274,"[36.56561641, 34.38969604, 37.14545124, 34.49856763, 32.31117220, 38.54867371, 37.19837504, 46.89436848, 30.29994840, 26.32074241]"
83.96747929581667,143.5686002804151,"[29.94283899, 44.12938098, 41.91021174, 40.46882988, 45.66322316, 46.30594323, 41.68006021, 40.20884064, 33.39533323, 41.53164071]"
158.9532829599652,17.63502924785605,"[78.83101466, 84.80115061, 73.06601584, 81.32102261, 86.13439532, 73.01460487, 81.20733358, 91.31053487, 77.65054618, 70.23537568]"
133.35986403983935,12.31882652128094,"[76.90723579, 74.19138609, 79.28953248, 75.54366035, 70.95967415, 77.78728613, 74.39150758, 77.71251958, 71.07996911, 79.87525479]"
80.66294169355568,46.11734406795317,"[44.29805567, 44.88618058, 42.76649520, 39.55615647, 46.29442130, 39.02792124, 34.15128250, 41.31689453, 38.52578781, 45.45452955]"
68.49598986130002,62.289259410042575,"[39.09189584, 39.45178236, 44.09259950, 35.61941573, 41.14935504, 41.20520393, 41.93507337, 42.70723311, 42.46368995, 35.15429216]"
96.92118624600086,33.10367915138024,"[76.46705333, 82.58313202, 70.50333763, 68.77267117, 74.74937798, 69.45904054, 68.98001728, 63.88771634, 73.91106892, 76.98907838]"
76.51694135497898,35.17703055122603,"[37.78194137, 34.54458753, 36.75443733, 42.03591523, 36.81020431, 35.83095723, 37.07523576, 38.41469370, 40.02184085, 39.02120485]"
79.01026838506658,88.79215381795956,"[50.42392763, 43.91511558, 43.84503247, 48.15027020, 47.32722422, 52.39347327, 57.87054332, 44.38689969, 51.42579797, 51.88834295]"
77.07783289321777,22.252574497295058,"[27.32798832, 11.86988920, 22.03379497, 26.65427429, 14.44405824, 27.58098065, 21.06366612, 16.76991255, 16.52269846, 17.03271719]"
60.84273759863651,30.274836830327935,"[71.05441750, 67.09560679, 78.90069974, 79.93651102, 67.58241461, 66.82755873, 67.66545731, 76.86523034, 72.76759432, 74.96746457]"
